01-01-2011,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
02-07-2014,Koteshwar HPS,400,129,400,90,3.12,130
02-07-2014,Sub Total (E),1400,677,948,356,9.22,384
02-07-2014,Bhakra HPS,1514,850,1331,818,20.76,865
02-07-2014,Dehar HPS,990,571,825,580,13.87,578
02-07-2014,Pong HPS,396,238,360,180,5.60,233
02-07-2014,Sub Total (F ),2900,1659,2516,1578,40.23,1676
02-07-2014,ADHPL HPS(IPP),192,0,231,230,5.49,229
02-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.66,1194
02-07-2014,Malana Stg-II HPS,100,0,113,114,2.72,114
02-07-2014,Shree Cement TPS,300,0,239,234,5.91,246
02-07-2014,Budhil HPS(IPP),70,0,71,71,1.67,70
02-07-2014,Sub Total (G ),1662,0,1853,1849,44.46,1852
02-07-2014,,24289,18273,19645,17416,410.03,17085
02-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
02-07-2014,Grand Total Generation,Grand Total Generation,1260,1050,1030,24,1018
03-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
03-07-2014,Tehri HPS,1000,552,557,266,6.10,254
03-07-2014,Koteshwar HPS,400,123,99,90,2.73,114
03-07-2014,Sub Total (E),1400,675,656,356,8.83,368
03-07-2014,Bhakra HPS,1514,857,1333,814,21.23,885
03-07-2014,Dehar HPS,990,579,825,600,14.13,589
03-07-2014,Pong HPS,396,179,360,180,4.26,178
03-07-2014,Sub Total (F ),2900,1614,2518,1594,39.62,1651
03-07-2014,ADHPL HPS(IPP),192,0,230,231,5.48,228
03-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.63,1193
03-07-2014,Malana Stg-II HPS,100,0,113,113,2.61,109
03-07-2014,Shree Cement TPS,300,0,238,235,5.93,247
03-07-2014,Budhil HPS(IPP),70,0,71,71,1.69,70
03-07-2014,Sub Total (G ),1662,0,1853,1850,44.33,1847
03-07-2014,,24289,17743,18987,17596,407.99,17000
03-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
03-07-2014,Grand Total Generation,Grand Total Generation,1260,1085,1050,25,1048
04-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
04-07-2014,Tehri HPS,1000,564,574,261,6.15,256
04-07-2014,Koteshwar HPS,400,143,401,91,3.48,145
04-07-2014,Sub Total (E),1400,707,975,352,9.63,401
04-07-2014,Bhakra HPS,1514,869,1329,819,21.47,895
04-07-2014,Dehar HPS,990,582,825,560,14.08,587
04-07-2014,Pong HPS,396,230,360,60,5.62,234
04-07-2014,Sub Total (F ),2900,1681,2514,1439,41.18,1716
04-07-2014,ADHPL HPS(IPP),192,0,230,231,5.31,221
04-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.71,1196
04-07-2014,Malana Stg-II HPS,100,0,113,113,2.70,112
04-07-2014,Shree Cement TPS,300,0,245,238,6.00,250
04-07-2014,Budhil HPS(IPP),70,0,71,71,1.68,70
04-07-2014,Sub Total (G ),1662,0,1858,1852,44.39,1849
04-07-2014,,24289,17973,20109,17506,419.45,17477
04-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
04-07-2014,Grand Total Generation,Grand Total Generation,1260,1250,1040,26.08,1087
05-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
05-07-2014,Tehri HPS,1000,572,573,265,6.17,257
05-07-2014,Koteshwar HPS,400,129,400,93,3.20,134
05-07-2014,Sub Total (E),1400,701,973,358,9.38,391
05-07-2014,Bhakra HPS,1514,865,1332,822,21.60,900
05-07-2014,Dehar HPS,990,575,825,560,13.91,579
05-07-2014,Pong HPS,396,243,360,120,5.69,237
05-07-2014,Sub Total (F ),2900,1684,2517,1502,41.20,1717
05-07-2014,ADHPL HPS(IPP),192,0,230,230,5.16,215
05-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.70,1196
05-07-2014,Malana Stg-II HPS,100,0,113,113,2.67,111
05-07-2014,Shree Cement TPS,300,0,250,259,6.25,260
05-07-2014,Budhil HPS(IPP),70,0,71,70,1.68,70
05-07-2014,Sub Total (G ),1662,0,1864,1873,44.46,1852
05-07-2014,,24289,17909,19951,17842,422.70,17612
05-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
05-07-2014,Grand Total Generation,Grand Total Generation,1260,1250,1250,27.08,1128
06-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
06-07-2014,Tehri HPS,1000,580,585,265,6.14,256
06-07-2014,Koteshwar HPS,400,129,393,92,3.13,130
06-07-2014,Sub Total (E),1400,709,978,357,9.27,386
06-07-2014,Bhakra HPS,1514,861,1330,823,21.34,889
06-07-2014,Dehar HPS,990,575,825,580,13.82,576
06-07-2014,Pong HPS,396,268,360,180,6.41,267
06-07-2014,Sub Total (F ),2900,1704,2515,1583,41.57,1732
06-07-2014,ADHPL HPS(IPP),192,0,231,231,5.36,223
06-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.68,1195
06-07-2014,Malana Stg-II HPS,100,0,113,113,2.67,111
06-07-2014,Shree Cement TPS,300,0,244,250,6.20,258
06-07-2014,Budhil HPS(IPP),70,0,14,14,1.69,70
06-07-2014,Sub Total (G ),1662,0,1802,1808,44.60,1858
06-07-2014,,24289,18002,19702,17363,411.20,17133
06-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
06-07-2014,Grand Total Generation,Grand Total Generation,1260,1240,1250,27.17,1132
07-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
07-07-2014,Tehri HPS,1000,584,590,263,6.40,267
07-07-2014,Koteshwar HPS,400,129,102,92,3.18,132
07-07-2014,Sub Total (E),1400,713,692,355,9.58,399
07-07-2014,Bhakra HPS,1514,884,1332,913,21.97,915
07-07-2014,Dehar HPS,990,568,825,610,13.97,582
07-07-2014,Pong HPS,396,248,360,180,5.93,247
07-07-2014,Sub Total (F ),2900,1701,2517,1703,41.87,1745
07-07-2014,ADHPL HPS(IPP),192,0,231,231,5.46,227
07-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.72,1196
07-07-2014,Malana Stg-II HPS,100,0,113,113,2.67,111
07-07-2014,Shree Cement TPS,300,0,248,249,6.20,258
07-07-2014,Budhil HPS(IPP),70,0,14,14,1.68,70
07-07-2014,Sub Total (G ),1662,0,1806,1807,44.73,1864
07-07-2014,,24289,18188,19861,18519,432.32,18013
07-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
07-07-2014,Grand Total Generation,Grand Total Generation,1260,1235,1190,26.94,1123
08-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
08-07-2014,Tehri HPS,1000,588,589,0,5.27,220
08-07-2014,Koteshwar HPS,400,104,203,92,2.55,106
08-07-2014,Sub Total (E),1400,692,792,92,7.82,326
08-07-2014,Bhakra HPS,1514,883,1236,930,21.96,915
08-07-2014,Dehar HPS,990,573,825,560,14.01,584
08-07-2014,Pong HPS,396,250,360,180,5.97,249
08-07-2014,Sub Total (F ),2900,1706,2421,1670,41.95,1748
08-07-2014,ADHPL HPS(IPP),192,0,231,230,5.45,227
08-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.65,1194
08-07-2014,Malana Stg-II HPS,100,0,113,113,2.67,111
08-07-2014,Shree Cement TPS,300,0,259,252,5.09,212
08-07-2014,Budhil HPS(IPP),70,0,71,71,1.69,71
08-07-2014,Sub Total (G ),1662,0,1874,1866,43.55,1815
08-07-2014,,24289,17985,20350,18391,425.48,17728
08-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
08-07-2014,Grand Total Generation,Grand Total Generation,1260,1035,1229,25.73,1072
09-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
09-07-2014,Tehri HPS,1000,600,600,0,5.24,218
09-07-2014,Koteshwar HPS,400,104,201,92,2.55,106
09-07-2014,Sub Total (E),1400,704,801,92,7.79,324
09-07-2014,Bhakra HPS,1514,923,1330,931,22.25,927
09-07-2014,Dehar HPS,990,580,825,560,13.99,583
09-07-2014,Pong HPS,396,234,360,180,5.58,233
09-07-2014,Sub Total (F ),2900,1736,2515,1671,41.82,1743
09-07-2014,ADHPL HPS(IPP),192,0,231,118,5.01,209
09-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.65,1194
09-07-2014,Malana Stg-II HPS,100,0,113,113,2.67,111
09-07-2014,Shree Cement TPS,300,0,260,252,5.08,212
09-07-2014,Budhil HPS(IPP),70,0,72,72,1.70,71
09-07-2014,Sub Total (G ),1662,0,1875,1755,43.10,1796
09-07-2014,,24289,18801,20949,18523,440.49,18354
09-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
09-07-2014,Grand Total Generation,Grand Total Generation,1260,1035,1034,22.61,942
10-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
10-07-2014,Tehri HPS,1000,608,608,0,5.28,220
10-07-2014,Koteshwar HPS,400,104,199,93,2.56,107
10-07-2014,Sub Total (E),1400,712,807,93,7.84,326
10-07-2014,Bhakra HPS,1514,924,1336,932,22.50,937
10-07-2014,Dehar HPS,990,563,825,580,13.83,576
10-07-2014,Pong HPS,396,245,360,180,5.83,243
10-07-2014,Sub Total (F ),2900,1732,2521,1692,42.16,1757
10-07-2014,ADHPL HPS(IPP),192,0,231,231,5.36,223
10-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.63,1193
10-07-2014,Malana Stg-II HPS,100,0,112,113,2.67,111
10-07-2014,Shree Cement TPS,300,0,224,224,5.44,227
10-07-2014,Budhil HPS(IPP),70,0,72,71,1.70,71
10-07-2014,Sub Total (G ),1662,0,1839,1839,43.79,1824
10-07-2014,,24289,18779,20377,19010,450.56,18773
10-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
10-07-2014,Grand Total Generation,Grand Total Generation,1260,1036,1034,22.70,946
11-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
11-07-2014,Tehri HPS,1000,616,614,0,5.22,218
11-07-2014,Koteshwar HPS,400,104,200,92,2.57,107
11-07-2014,Sub Total (E),1400,720,814,92,7.79,325
11-07-2014,Bhakra HPS,1514,919,1335,932,22.39,933
11-07-2014,Dehar HPS,990,568,825,560,13.79,574
11-07-2014,Pong HPS,396,240,360,180,5.74,239
11-07-2014,Sub Total (F ),2900,1727,2520,1672,41.91,1746
11-07-2014,ADHPL HPS(IPP),192,0,231,230,5.31,221
11-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.57,1190
11-07-2014,Malana Stg-II HPS,100,0,113,113,2.63,110
11-07-2014,Shree Cement TPS,300,0,235,234,5.68,237
11-07-2014,Budhil HPS(IPP),70,0,72,72,1.71,71
11-07-2014,Sub Total (G ),1662,0,1851,1849,43.90,1829
11-07-2014,,24289,18700,20811,19309,466.85,19452
11-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
11-07-2014,Grand Total Generation,Grand Total Generation,1260,1245,1139,26.78,1116
12-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
12-07-2014,Tehri HPS,1000,630,637,0,5.26,219
12-07-2014,Koteshwar HPS,400,104,203,92,2.55,106
12-07-2014,Sub Total (E),1400,734,840,92,7.80,325
12-07-2014,Bhakra HPS,1514,926,1335,933,22.78,949
12-07-2014,Dehar HPS,990,561,825,560,13.99,583
12-07-2014,Pong HPS,396,243,360,180,5.98,249
12-07-2014,Sub Total (F ),2900,1730,2520,1673,42.75,1781
12-07-2014,ADHPL HPS(IPP),192,0,231,231,5.48,229
12-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.67,1194
12-07-2014,Malana Stg-II HPS,100,0,113,113,2.67,111
12-07-2014,Shree Cement TPS,300,0,187,234,4.85,202
12-07-2014,Budhil HPS(IPP),70,0,72,71,1.69,70
12-07-2014,Sub Total (G ),1662,0,1802,1848,43.36,1807
12-07-2014,,24289,18481,20908,19275,451.83,18826
12-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
12-07-2014,Grand Total Generation,Grand Total Generation,1260,1245,1254,27.81,1159
13-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
13-07-2014,Tehri HPS,1000,640,649,0,5.20,217
13-07-2014,Koteshwar HPS,400,104,201,91,2.55,106
13-07-2014,Sub Total (E),1400,744,850,91,7.76,323
13-07-2014,Bhakra HPS,1514,934,1330,931,22.70,946
13-07-2014,Dehar HPS,990,568,825,580,13.85,577
13-07-2014,Pong HPS,396,243,360,180,5.85,244
13-07-2014,Sub Total (F ),2900,1744,2515,1691,42.40,1767
13-07-2014,ADHPL HPS(IPP),192,0,232,231,5.49,229
13-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.41,1184
13-07-2014,Malana Stg-II HPS,100,0,113,113,2.63,110
13-07-2014,Shree Cement TPS,300,0,172,174,4.18,174
13-07-2014,Budhil HPS(IPP),70,0,71,71,1.68,70
13-07-2014,Sub Total (G ),1662,0,1788,1789,42.39,1766
13-07-2014,,24289,18048,19291,19051,439.98,18332
13-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
13-07-2014,Grand Total Generation,Grand Total Generation,1260,1244,1242,27.37,1140
14-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
14-07-2014,Tehri HPS,1000,644,665,0,5.43,226
14-07-2014,Koteshwar HPS,400,104,202,92,2.55,106
14-07-2014,Sub Total (E),1400,748,867,92,7.98,332
14-07-2014,Bhakra HPS,1514,930,1336,934,22.71,946
14-07-2014,Dehar HPS,990,573,825,560,13.89,579
14-07-2014,Pong HPS,396,261,360,240,6.31,263
14-07-2014,Sub Total (F ),2900,1765,2521,1734,42.91,1788
14-07-2014,ADHPL HPS(IPP),192,0,230,230,5.48,228
14-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.67,1195
14-07-2014,Malana Stg-II HPS,100,0,113,113,2.67,111
14-07-2014,Shree Cement TPS,300,0,205,200,4.92,205
14-07-2014,Budhil HPS(IPP),70,0,71,71,1.70,71
14-07-2014,Sub Total (G ),1662,0,1819,1815,43.43,1810
14-07-2014,,24289,17985,20072,17849,429.14,17881
14-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
14-07-2014,Grand Total Generation,Grand Total Generation,1260,1240,1242,27.28,1137
15-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
15-07-2014,Tehri HPS,1000,660,660,0,6.35,265
15-07-2014,Koteshwar HPS,400,129,394,98,3.17,132
15-07-2014,Sub Total (E),1400,789,1054,98,9.53,397
15-07-2014,Bhakra HPS,1514,944,1338,904,22.90,954
15-07-2014,Dehar HPS,990,570,825,560,13.73,572
15-07-2014,Pong HPS,396,249,360,180,6.01,250
15-07-2014,Sub Total (F ),2900,1764,2523,1644,42.65,1777
15-07-2014,ADHPL HPS(IPP),192,0,231,230,5.49,229
15-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.61,1192
15-07-2014,Malana Stg-II HPS,100,0,113,114,2.68,111
15-07-2014,Shree Cement TPS,300,0,181,191,4.40,184
15-07-2014,Budhil HPS(IPP),70,0,71,71,1.68,70
15-07-2014,Sub Total (G ),1662,0,1796,1806,42.87,1786
15-07-2014,,24289,18457,19847,18210,433.72,18072
15-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
15-07-2014,Grand Total Generation,Grand Total Generation,1260,1240,1240,27.44,1143
16-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
16-07-2014,Tehri HPS,1000,677,687,333,5.59,233
16-07-2014,Koteshwar HPS,400,104,203,90,2.53,106
16-07-2014,Sub Total (E),1400,781,890,423,8.12,338
16-07-2014,Bhakra HPS,1514,959,1233,801,20.38,849
16-07-2014,Dehar HPS,990,574,825,560,13.84,576
16-07-2014,Pong HPS,396,212,360,180,5.02,209
16-07-2014,Sub Total (F ),2900,1745,2418,1541,39.23,1634
16-07-2014,ADHPL HPS(IPP),192,0,230,231,5.47,228
16-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.61,1192
16-07-2014,Malana Stg-II HPS,100,0,112,113,2.66,111
16-07-2014,Shree Cement TPS,300,0,219,205,5.10,213
16-07-2014,Budhil HPS(IPP),70,0,71,71,1.68,70
16-07-2014,Sub Total (G ),1662,0,1831,1819,43.52,1813
16-07-2014,,24289,18010,20285,18273,431.14,17964
16-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
16-07-2014,Grand Total Generation,Grand Total Generation,1260,1240,1230,27.34,1139
17-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
17-07-2014,Tehri HPS,1000,709,520,302,6.58,274
17-07-2014,Koteshwar HPS,400,129,393,90,3.14,131
17-07-2014,Sub Total (E),1400,837,913,392,9.72,405
17-07-2014,Bhakra HPS,1514,934,1332,807,22.44,935
17-07-2014,Dehar HPS,990,577,825,560,14.21,592
17-07-2014,Pong HPS,396,215,368,120,5.39,225
17-07-2014,Sub Total (F ),2900,1726,2525,1487,42.04,1752
17-07-2014,ADHPL HPS(IPP),192,0,229,229,5.44,227
17-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.58,1191
17-07-2014,Malana Stg-II HPS,100,0,112,112,2.65,111
17-07-2014,Shree Cement TPS,300,0,0,0,0.00,0
17-07-2014,Budhil HPS(IPP),70,0,71,71,1.69,70
17-07-2014,Sub Total (G ),1662,0,1612,1612,38.36,1598
17-07-2014,,24289,17962,19586,17689,427.52,17814
17-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
17-07-2014,Grand Total Generation,Grand Total Generation,1260,1080,1030,25.85,1077
18-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
18-07-2014,Tehri HPS,1000,729,736,302,7.37,307
18-07-2014,Koteshwar HPS,400,129,403,92,3.15,131
18-07-2014,Sub Total (E),1400,859,1139,394,10.51,438
18-07-2014,Bhakra HPS,1514,953,1332,892,22.71,946
18-07-2014,Dehar HPS,990,571,825,560,13.74,572
18-07-2014,Pong HPS,396,202,368,246,5.01,209
18-07-2014,Sub Total (F ),2900,1725,2525,1698,41.45,1727
18-07-2014,ADHPL HPS(IPP),192,0,230,229,5.42,226
18-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.62,1192
18-07-2014,Malana Stg-II HPS,100,0,112,112,2.65,110
18-07-2014,Shree Cement TPS,300,0,263,202,5.43,226
18-07-2014,Budhil HPS(IPP),70,0,71,71,1.68,70
18-07-2014,Sub Total (G ),1662,0,1876,1814,43.80,1825
18-07-2014,,24289,18412,20345,16947,412.05,17169
18-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
18-07-2014,Grand Total Generation,Grand Total Generation,1260,1080,1080,26.28,1095
19-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
19-07-2014,Tehri HPS,1000,752,727,333,8.36,348
19-07-2014,Koteshwar HPS,400,152,394,92,3.66,153
19-07-2014,Sub Total (E),1400,904,1121,425,12.03,501
19-07-2014,Bhakra HPS,1514,942,1332,808,22.71,946
19-07-2014,Dehar HPS,990,577,825,560,13.91,579
19-07-2014,Pong HPS,396,174,368,0,4.22,176
19-07-2014,Sub Total (F ),2900,1694,2525,1368,40.83,1701
19-07-2014,ADHPL HPS(IPP),192,0,230,230,5.42,226
19-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.63,1193
19-07-2014,Malana Stg-II HPS,100,0,112,112,1.96,82
19-07-2014,Shree Cement TPS,300,0,229,202,5.10,212
19-07-2014,Budhil HPS(IPP),70,0,71,71,1.68,70
19-07-2014,Sub Total (G ),1662,0,1842,1815,42.80,1783
19-07-2014,,24289,18241,20099,17411,425.28,17720
19-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
19-07-2014,Grand Total Generation,Grand Total Generation,1260,1240,1080,27.06,1128
20-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
20-07-2014,Tehri HPS,1000,768,773,500,10.09,420
20-07-2014,Koteshwar HPS,400,183,397,92,4.43,185
20-07-2014,Sub Total (E),1400,951,1170,592,14.53,605
20-07-2014,Bhakra HPS,1514,926,1333,808,22.37,932
20-07-2014,Dehar HPS,990,201,0,560,4.97,207
20-07-2014,Pong HPS,396,187,368,62,4.54,189
20-07-2014,Sub Total (F ),2900,1314,1701,1430,31.89,1329
20-07-2014,ADHPL HPS(IPP),192,0,227,228,5.47,228
20-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.70,1196
20-07-2014,Malana Stg-II HPS,100,0,112,112,2.65,111
20-07-2014,Shree Cement TPS,300,0,180,197,4.11,171
20-07-2014,Budhil HPS(IPP),70,0,71,71,1.68,70
20-07-2014,Sub Total (G ),1662,0,1791,1808,42.62,1776
20-07-2014,,24289,17480,18950,17864,414.54,17273
20-07-2014,K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],K. Net Inter Regional Exchange[Export:(-ve);Import:(+ve)],Peak MW,Off Peak MW,Energy(MU),Average(Sentout MW)
20-07-2014,Grand Total Generation,Grand Total Generation,1260,1250,1245,26.34,1098
21-07-2014,J. Station/Constituents,,Installed Capacity,Peak MW,Off Peak MW,Energy (MU),Average (Sentout MW)
21-07-2014,Tehri HPS,1000,784,780,520,12.15,506
21-07-2014,Koteshwar HPS,400,400,398,100,5.24,218
21-07-2014,Sub Total (E),1400,1184,1178,620,17.39,725
21-07-2014,Bhakra HPS,1514,938,1338,897,22.61,942
21-07-2014,Dehar HPS,990,257,660,0,7.25,302
21-07-2014,Pong HPS,396,193,372,122,4.80,200
21-07-2014,Sub Total (F ),2900,1388,2370,1019,34.67,1444
21-07-2014,ADHPL HPS(IPP),192,0,229,229,5.37,224
21-07-2014,KWHEP  HPS(IPP),1000,0,1200,1200,28.67,1195
21-07-2014,Malana Stg-II HPS,100,0,111,112,2.56,107
